hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,56,2016,November,48,22,0,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,119.0,0,2,Check-Out,2016-11-26
City Hotel,0,70,2017,February,7,15,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,0,Transient-Party,78.0,0,0,Check-Out,2017-02-19
City Hotel,1,102,2016,October,42,9,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,1,Canceled,2016-10-08
City Hotel,0,5,2015,September,37,9,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,114.0,0,2,Check-Out,2015-09-11
City Hotel,0,91,2017,May,20,18,0,1,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,262.0,0,Transient,89.1,0,0,Check-Out,2017-05-19
Resort Hotel,0,0,2016,October,44,28,0,1,2,0.0,0,BB,IRL,Direct,Direct,1,0,0,D,D,0,No Deposit,,0,Transient,78.0,0,1,Check-Out,2016-10-29
City Hotel,0,39,2016,September,38,16,1,2,2,2.0,0,BB,DNK,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0,Transient,226.95,0,2,Check-Out,2016-09-19
City Hotel,0,6,2015,October,42,11,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,97.02,0,2,Check-Out,2015-10-14
City Hotel,0,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,82.0,0,Transient-Party,90.0,0,0,Check-Out,2015-10-09
Resort Hotel,0,5,2015,November,48,22,2,0,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,40.0,0,1,Check-Out,2015-11-24
City Hotel,1,187,2017,August,32,8,0,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,166.5,0,0,Canceled,2017-05-12
City Hotel,0,191,2017,April,13,1,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2017-04-06
City Hotel,0,157,2017,June,25,20,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,127.8,0,1,Check-Out,2017-06-28
City Hotel,0,172,2017,July,28,10,1,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,152.1,0,2,Check-Out,2017-07-16
Resort Hotel,0,12,2016,April,18,27,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,385.0,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30
City Hotel,1,0,2015,September,39,26,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,0,Transient,170.0,0,0,No-Show,2015-09-26
Resort Hotel,0,9,2016,January,4,17,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,76.0,0,1,Check-Out,2016-01-18
City Hotel,1,288,2016,April,17,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,8,2015,September,40,29,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,65.0,0,0,Check-Out,2015-10-02
City Hotel,0,63,2015,September,36,4,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21.0,0,Transient-Party,116.0,0,0,Check-Out,2015-09-06
Resort Hotel,1,54,2017,February,8,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,1,Canceled,2017-01-09
City Hotel,0,198,2016,May,21,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,98,Transient-Party,65.0,0,0,Check-Out,2016-05-21
City Hotel,1,27,2017,June,23,6,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,0,Transient,190.0,0,2,Canceled,2017-05-17
Resort Hotel,0,25,2015,November,45,3,0,4,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0,Transient,47.6,0,0,Check-Out,2015-11-07
City Hotel,0,46,2017,March,10,7,0,3,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient,98.0,0,1,Check-Out,2017-03-10
City Hotel,1,188,2016,August,33,13,1,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,105.3,0,0,Canceled,2016-03-01
Resort Hotel,0,3,2016,March,11,12,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,8.0,0,Transient,8.0,0,0,Check-Out,2016-03-15
City Hotel,0,169,2017,July,27,2,1,0,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,107.1,0,0,Check-Out,2017-07-03
City Hotel,0,1,2015,September,36,1,0,3,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0,Transient,0.0,0,0,Check-Out,2015-09-04
City Hotel,1,70,2017,July,31,31,1,2,3,0.0,0,BB,QAT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,230.0,0,1,Canceled,2017-05-23
City Hotel,0,144,2016,July,31,25,1,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,100.87,0,1,Check-Out,2016-07-31
Resort Hotel,0,21,2016,January,1,2,4,10,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,0,Transient,46.07,0,0,Check-Out,2016-01-16
City Hotel,0,395,2017,May,20,17,0,3,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
City Hotel,1,59,2017,May,22,29,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,87.0,0,Transient,140.0,0,0,Canceled,2017-05-11
City Hotel,0,176,2017,May,20,15,1,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,107.1,0,0,Check-Out,2017-05-18
City Hotel,0,99,2016,February,8,19,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,,0,Transient-Party,81.0,0,0,Check-Out,2016-02-21
City Hotel,1,96,2016,October,44,28,1,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,162.9,0,1,Canceled,2016-10-23
City Hotel,0,16,2015,September,39,25,2,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30
City Hotel,1,93,2017,June,25,22,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,0,Transient-Party,99.0,0,0,Canceled,2017-06-05
City Hotel,0,207,2015,August,34,21,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient-Party,76.5,0,3,Check-Out,2015-08-26
City Hotel,1,56,2017,March,12,21,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,0,Transient,85.0,0,0,Canceled,2017-01-24
Resort Hotel,0,244,2017,June,25,20,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,84.8,0,1,Check-Out,2017-07-04
City Hotel,0,50,2016,November,47,17,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,1,Check-Out,2016-11-18
Resort Hotel,0,251,2017,June,26,26,1,3,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,D,F,0,No Deposit,96.0,0,Transient-Party,108.0,0,1,Check-Out,2017-06-30
City Hotel,0,10,2017,February,6,8,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,79.0,0,0,Check-Out,2017-02-10
City Hotel,1,125,2017,June,24,15,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,122.4,0,0,Canceled,2017-02-15
Resort Hotel,1,468,2016,May,20,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,249.0,0,Transient-Party,67.0,0,0,Canceled,2016-03-04
City Hotel,0,14,2015,September,36,1,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,105.0,0,2,Check-Out,2015-09-02
Resort Hotel,0,112,2017,March,11,15,0,3,1,0.0,0,BB,BRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient-Party,40.0,0,0,Check-Out,2017-03-18
City Hotel,1,245,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,0,Transient,75.0,0,0,Canceled,2016-02-09
City Hotel,1,82,2017,May,18,3,0,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,0,Canceled,2017-04-19
City Hotel,0,40,2015,December,52,26,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,0,Transient,64.15,0,0,Check-Out,2015-12-31
City Hotel,0,40,2017,July,31,31,1,0,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,140.0,0,1,Check-Out,2017-08-01
Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,253.0,0,Transient-Party,68.0,0,0,Check-Out,2016-10-03
City Hotel,0,15,2017,March,10,8,0,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,121.33,0,1,Check-Out,2017-03-11
City Hotel,0,21,2017,August,31,1,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,159.0,0,1,Check-Out,2017-08-05
Resort Hotel,1,385,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,0,Transient,66.0,0,0,Canceled,2015-10-14
City Hotel,0,51,2017,March,10,8,0,0,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,0,Transient,0.0,0,0,Check-Out,2017-03-08
City Hotel,1,146,2016,April,18,24,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,50,Transient,95.0,0,0,Canceled,2016-01-19
City Hotel,0,2,2017,January,3,21,2,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,48.05,0,1,Check-Out,2017-01-24
Resort Hotel,0,19,2016,July,30,21,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,194.33,1,1,Check-Out,2016-07-24
City Hotel,0,4,2017,March,12,22,0,1,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient,94.0,0,0,Check-Out,2017-03-23
City Hotel,1,4,2017,February,8,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Group,80.0,0,0,Canceled,2017-02-20
City Hotel,1,59,2017,August,34,24,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,129.0,0,1,Canceled,2017-06-26
City Hotel,0,2,2016,May,20,14,1,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,,0,Transient,90.0,1,1,Check-Out,2016-05-16
Resort Hotel,0,140,2017,June,24,13,2,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,242.0,0,Transient,110.0,0,0,Check-Out,2017-06-20
Resort Hotel,0,37,2016,May,20,8,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,168.0,0,Transient,46.0,0,1,Check-Out,2016-05-10
City Hotel,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,0,Transient-Party,105.0,0,0,Canceled,2016-09-06
City Hotel,0,12,2016,May,20,11,0,4,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,0,Transient,104.0,0,0,Check-Out,2016-05-15
City Hotel,0,7,2015,September,38,16,0,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,0,Contract,113.6,0,0,Check-Out,2015-09-18
Resort Hotel,0,104,2015,September,36,2,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,0,Transient,71.69,0,0,Check-Out,2015-09-07
Resort Hotel,1,196,2016,August,36,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,0,Transient,121.47,0,1,Canceled,2016-08-17
City Hotel,0,0,2016,January,4,22,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,0,Transient,106.0,0,1,Check-Out,2016-01-25
City Hotel,1,10,2016,January,1,2,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient,83.58,0,0,Canceled,2015-12-31
City Hotel,1,98,2017,March,9,3,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,97.2,0,0,Canceled,2017-01-19
City Hotel,0,16,2016,December,50,9,1,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,81.09,0,1,Check-Out,2016-12-12
Resort Hotel,0,4,2016,August,32,4,1,3,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,253.5,0,1,Check-Out,2016-08-08
City Hotel,0,22,2016,April,16,14,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,152.6,0,2,Check-Out,2016-04-19
City Hotel,0,85,2016,April,14,1,0,2,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient-Party,81.9,0,0,Check-Out,2016-04-03
City Hotel,0,301,2016,July,31,30,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,0,Transient-Party,90.0,0,0,Check-Out,2016-08-01
City Hotel,1,95,2016,November,45,5,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,0,Transient-Party,75.0,0,0,Canceled,2016-10-21
Resort Hotel,0,364,2016,October,42,12,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17
City Hotel,0,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19.0,0,Transient-Party,100.0,0,0,Check-Out,2015-10-04
City Hotel,0,42,2017,June,23,10,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,130.0,0,1,Check-Out,2017-06-12
Resort Hotel,0,203,2017,May,21,25,1,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,4,No Deposit,,0,Transient-Party,55.0,1,0,Check-Out,2017-05-29
City Hotel,0,56,2015,September,38,17,0,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20.0,0,Transient-Party,82.0,0,0,Check-Out,2015-09-19
Resort Hotel,0,0,2016,February,9,27,0,1,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,146.0,1,0,Check-Out,2016-02-28
Resort Hotel,1,18,2016,May,22,27,0,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,145.0,0,1,Canceled,2016-05-14
City Hotel,1,129,2017,June,22,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,154.0,0,Transient,130.0,0,0,Canceled,2017-01-24
City Hotel,0,9,2015,August,34,19,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,81.0,0,1,Check-Out,2015-08-22
City Hotel,1,304,2015,August,34,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Contract,62.0,0,0,Canceled,2015-01-01
Resort Hotel,0,0,2015,November,45,3,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,40.0,0,0,Check-Out,2015-11-04
Resort Hotel,1,260,2015,September,38,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,0,Transient,54.99,0,0,Canceled,2015-06-17
Resort Hotel,0,96,2017,March,11,12,4,7,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,0,Transient-Party,52.55,0,0,Check-Out,2017-03-23
Resort Hotel,1,172,2017,August,34,26,0,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,207.0,0,0,Canceled,2017-03-08
City Hotel,0,39,2015,August,33,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,109.0,0,0,Check-Out,2015-08-16
City Hotel,0,65,2016,March,14,28,1,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient-Party,103.5,0,2,Check-Out,2016-03-31
City Hotel,0,0,2016,May,20,14,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,B,0,No Deposit,,0,Transient,0.0,0,0,Check-Out,2016-05-15
Resort Hotel,0,126,2017,May,18,2,0,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,0,Transient,64.8,1,0,Check-Out,2017-05-04
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,0,Transient,75.0,0,0,Canceled,2016-01-06
City Hotel,0,27,2017,July,27,2,2,0,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,0,Transient,250.0,0,0,Check-Out,2017-07-04
Resort Hotel,0,44,2016,May,21,18,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,81.0,1,1,Check-Out,2016-05-20
Resort Hotel,1,157,2017,August,34,22,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,237.5,0,0,Canceled,2017-07-05
City Hotel,1,19,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,0,Transient-Party,48.0,0,0,Canceled,2015-09-11
City Hotel,0,0,2016,April,18,29,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,29.0,0,Transient-Party,100.0,0,0,Check-Out,2016-05-01
Resort Hotel,0,61,2017,May,21,26,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,241.0,0,Transient,68.0,0,1,Check-Out,2017-05-29
City Hotel,0,172,2016,July,31,26,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,72.25,0,0,Check-Out,2016-08-01
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,0,Transient-Party,95.0,0,0,Canceled,2016-10-21
City Hotel,1,267,2016,March,14,31,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,39,2017,June,23,9,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,220.0,0,1,Check-Out,2017-06-11
Resort Hotel,0,26,2017,April,16,17,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,8,A,A,0,No Deposit,,0,Transient,45.0,0,0,Check-Out,2017-04-18
Resort Hotel,1,82,2016,February,7,7,2,0,2,0.0,0,Undefined,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67.0,0,Transient-Party,66.0,0,0,Canceled,2016-01-26
City Hotel,1,350,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,4.0,17,Transient,90.0,0,0,Canceled,2015-11-02
City Hotel,1,82,2017,May,19,8,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,141.0,0,0,Canceled,2017-02-15
City Hotel,0,84,2017,March,12,25,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,100.3,0,1,Check-Out,2017-03-29
City Hotel,0,0,2016,June,26,20,1,1,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,D,1,No Deposit,,0,Transient,123.25,0,0,Check-Out,2016-06-22
Resort Hotel,0,191,2016,April,17,22,1,2,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,0,Transient-Party,85.33,0,0,Check-Out,2016-04-25
Resort Hotel,0,272,2015,September,40,30,0,3,1,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,256.0,0,Transient-Party,0.0,0,0,Check-Out,2015-10-03
City Hotel,0,49,2016,January,3,15,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,69.22,0,1,Check-Out,2016-01-17
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,1,300,2016,November,46,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,65.0,0,0,Canceled,2016-03-14
City Hotel,0,78,2016,December,52,20,1,5,3,0.0,0,BB,AUS,Direct,Direct,0,0,0,G,A,0,No Deposit,14.0,0,Transient-Party,119.4,0,2,Check-Out,2016-12-26
City Hotel,1,50,2016,June,26,21,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.1,0,0,Canceled,2016-05-24
City Hotel,0,67,2017,May,18,2,0,3,2,0.0,0,BB,NOR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient-Party,120.0,0,0,Check-Out,2017-05-05
City Hotel,0,39,2017,June,23,9,0,2,2,0.0,0,SC,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,89.0,0,0,Check-Out,2017-06-11
City Hotel,0,8,2016,September,38,15,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,159.0,0,0,Check-Out,2016-09-16
City Hotel,1,32,2017,June,26,28,0,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,216.67,0,0,Canceled,2017-05-27
Resort Hotel,0,7,2017,March,9,2,1,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,D,D,0,No Deposit,,0,Transient-Party,47.0,0,0,Check-Out,2017-03-06
Resort Hotel,0,96,2017,March,12,19,2,5,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,177.0,0,Transient-Party,34.0,0,0,Check-Out,2017-03-26
City Hotel,0,1,2015,October,41,9,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,145.0,0,2,Check-Out,2015-10-13
City Hotel,1,42,2016,December,51,11,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.4,0,2,Canceled,2016-11-02
City Hotel,0,36,2015,October,42,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26.0,0,Transient-Party,112.0,0,0,Check-Out,2015-10-16
City Hotel,0,0,2015,November,46,14,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,0,Contract,85.0,0,2,Check-Out,2015-11-15
Resort Hotel,0,317,2017,April,17,23,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,273.0,64,Transient-Party,78.94,0,0,Check-Out,2017-04-30
City Hotel,0,12,2016,October,42,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,18,A,D,0,No Deposit,,0,Transient,67.0,1,0,Check-Out,2016-10-13
City Hotel,0,87,2016,August,35,27,2,4,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,112.03,0,2,Check-Out,2016-09-02
Resort Hotel,1,67,2016,October,41,6,1,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,139.0,0,0,Canceled,2016-08-03
City Hotel,0,34,2016,February,7,8,1,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,73.9,0,0,Check-Out,2016-02-13
City Hotel,0,176,2017,March,10,9,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2017-03-12
